2649296	763
2649120	775
2648572	747
2648085	786
2647648	801
2646769	705
2646504	700
2646060	715
2646058	843
2645928	818
2645868	799
2645671	812
2645399	769
2645123	758
2644443	757
2644289	710
2644249	731
2643937	800
2643855	732
2643596	705
2643575	828
2643421	762
2643082	780
2642600	796
2642389	843
2641857	700
2641733	720
2641459	806
2641278	764
2640816	740
2640757	774
2640400	804
2639999	741
2639831	777
2639583	830
2639138	785
2638972	726
2638818	777
2638572	771
2638532	830
2638341	746
2637251	811
2636158	833
2636037	705
2635940	762
2635348	845
2635326	750
2634576	761
2633932	700
2633551	739
2632910	760
2632468	787
2632159	794
2632019	814
2631668	845
2631660	825
2631658	801
2631584	781
2631284	843
2630722	804
2630478	827
2630254	718
2630158	813
2630072	832
2630040	835
2629977	739
2629741	792
2629365	839
2629105	727
2628462	772
2627834	787
2627791	788
2627515	711
2627451	788
2627128	786
2626987	758
2626701	705
2625824	757
2625623	824
2624805	755
2624624	844
2624590	741
2624537	795
2624128	817
2624088	755
2623609	728
2623119	832
2622098	795
2621826	703
2621645	798
2621442	751
2621269	748
2620782	709
2620210	736
2620163	781
2620050	703
2619972	781
2619823	833
2619814	711
2619515	831
2619505	718
2619372	810
2619357	738
2619313	710
2618990	845
2618956	786
2618901	755
2618503	734
2618385	748
2618381	796
2618126	788
2618083	824
2617950	787
2617870	774
2617543	770
2617503	705
2617446	732
2617437	742
2616878	794
2616671	764
2615184	809
2615044	769
2614596	739
2614562	843
2614232	780
2614085	760
2614026	757
2614010	782
2613756	806
2613684	809
2613674	812
2613283	741
2613258	738
2612435	706
2612341	703
2612016	740
2611670	757
2611587	707
2611449	777
2611202	798
2610969	758
2610316	738
2610243	757
2609033	827
2608951	800
2608940	715
2608903	793
2608635	831
2608320	758
2607235	753
2607224	720
2607039	764
2607018	758
2606990	728
2606932	709
2606757	782
2605571	715
2605284	807
2605271	709
2605125	734
2605113	795
2604980	791
2604977	799
2604898	837
2604070	763
2601856	782
2601606	779
2601566	702
2601416	834
2600762	726
2600313	785
2600243	727
2599813	767
2599718	719
2599349	742
2599223	793
2598766	809
2598658	834
2598622	794
2598300	761
2598216	761
2598046	812
2597964	767
2596679	840
2596173	805
2596078	727
2595728	802
2595700	737
2595469	743
2595011	837
2594837	768
2594760	782
2594732	831
2594704	768
2594516	756
2594373	818
2593785	783
2593783	724
2593384	742
2593184	703
2592889	799
2592818	778
2592584	842
2591832	843
2591796	715
2591198	834
2591126	734
2591054	832
2590830	830
2590310	728
2590306	787
2590220	726
2589962	830
2589899	747
2589781	788
2589511	811
2589265	758
2589230	842
2588989	706
2588595	715
2588530	798
2587757	734
2587616	843
2587481	824
2586826	747
2586810	833
2586761	718
2586714	711
2586558	842
2586387	816
2585719	754
2585697	708
2585465	709
2584865	713
2584835	718
2584528	797
2584254	700
2584024	768
2583897	740
2583188	822
2583187	777
2583185	797
2582791	717
2582694	728
2581876	704
2581218	834
2580700	740
2580484	749
2580482	829
2580101	715
2579609	705
2579551	761
2579163	785
2579150	732
2579059	741
2579003	761
2578621	774
2578230	705
2578149	724
2577960	789
2577758	723
2577551	745
2577424	721
2577383	825
2576985	773
2576719	795
2576505	781
2576466	714
2576043	782
2575950	766
2575943	718
2575575	806
2575319	813
2575254	806
2575043	741
2575011	763
2574932	818
2574827	737
2574796	776
2574128	781
2573957	703
2573419	829
2573007	782
2572819	700
2572565	784
2572516	752
2571972	810
2571687	761
2571459	790
2571332	709
2571331	773
2571254	751
2571211	829
2570542	783
2570388	734
2569971	819
2569952	755
2569886	745
2569015	769
2568959	726
2568849	812
2568773	735
2568295	832
2568217	831
2568043	708
2567407	754
2567276	842
2567110	751
2566973	758
2565757	830
2565741	818
2565418	760
2565300	737
2564306	825
2563494	824
2563395	734
2563334	706
2563205	723
2563107	836
2562908	730
2562286	727
2562208	806
2562130	731
2561799	703
2561691	799
2561674	810
2561618	800
2561402	706
2561218	744
2560930	720
2560726	702
2560708	731
2560657	778
2560655	827
2559743	705
2559733	759
2559543	702
2559471	828
2558576	793
2558445	769
2558018	842
2557747	753
2557307	777
2556603	816
2556279	807
2555761	832
2555706	753
2555373	739
2555272	803
2554977	772
2554466	719
2553861	816
2553670	701
2553297	706
2552459	779
2552409	816
2552024	842
2552017	788
2551806	843
2551538	705
2551462	808
2551106	831
2550496	700
2550175	747
2550158	760
2549935	755
2549657	753
2549621	736
2548386	735
2548287	778
2548281	818
2547639	765
2547553	754
2546737	833
2546654	784
2546451	765
2546393	777
2545999	827
2545922	827
2545238	771
2545049	744
2544967	746
2544897	709
2544573	705
2544118	834
2543482	774
2543455	738
2543024	760
2542972	752
2542131	802
2542018	759
2542008	779
2541483	800
2541287	777
2541071	841
2540808	739
2540648	802
2540325	700
2540214	795
2539966	766
2539738	811
2539731	838
2539309	726
2539109	776
2538912	759
2538739	843
2538677	824
2538123	825
2538055	727
2537580	734
2537509	710
2537489	782
2537473	805
2537445	792
2537424	799
2537324	800
2537167	772
2537048	704
2537034	804
2536604	791
2536520	798
2536517	737
2536367	769
2536180	710
2535971	806
2535930	818
2535916	816
2535902	709
2535823	823
2534796	754
2534058	819
2533515	760
2533336	844
2533227	731
2532403	743
2532338	828
2532110	765
2531893	758
2531820	837
2531722	796
2531429	734
2531311	809
2530964	713
2530808	778
2530531	797
2530208	775
2530159	747
2529942	814
2529138	841
2529103	788
2528951	777
2528130	837
2528078	737
2528046	745
2527831	835
2527740	754
2527390	725
2527322	728
2526972	720
2526741	725
2526342	703
2526278	804
2526250	778
2525782	728
2525605	739
2524833	748
2524741	760
2524436	737
2524430	766
2524381	795
2524183	743
2524129	724
2523930	716
2523609	711
2523436	747
2523257	829
2523130	717
2523111	771
2522919	835
2522549	833
2522401	709
2521679	765
2521112	840
2520838	720
2520779	791
2520257	706
2520193	759
2519696	810
2519570	837
2519114	762
2519048	809
2519001	738
2518968	770
2518732	791
2518612	810
2518103	812
2517669	811
2517621	727
2517535	794
2517408	831
2516788	811
2516469	756
2516373	732
2516004	765
2515847	754
2515580	777
2515531	785
2515480	836
2514306	812
2514236	804
2514204	714
2514186	836
2514107	710
2513994	782
2513034	800
2512258	826
2511762	779
2511731	734
2511112	802
2510967	731
2510923	790
2510759	795
2510664	749
2510270	832
2509365	729
2509360	802
2508962	734
2508012	828
2507769	718
2507703	805
2507537	728
2507479	817
2507460	705
2507290	756
2507266	743
2506110	800
2505243	707
2505235	815
2504853	704
2504054	762
2503760	770
2503473	734
2503369	727
2502834	775
2502775	711
2502403	842
2502299	829
2502098	822
2501918	780
2501833	701
2501829	795
2501389	739
2501215	825
2500870	803
2500722	818
2500594	732
2500114	720
2499981	841
2499586	750
2499437	777
2498958	706
2498721	834
2498359	750
2498082	771
2498073	772
2497812	753
2497800	757
2497599	778
2497515	778
2497164	804
2496938	716
2496629	841
2495873	767
2495182	746
2495177	790
2494580	727
2494415	791
2493849	789
2493804	727
2493614	743
2493476	793
2492729	750
2492408	700
2492395	776
2492103	819
2491935	772
2491817	832
2491719	771
2491429	824
2491189	817
2490923	798
2490848	838
2490714	730
2490563	756
2490348	822
2490222	739
2489648	700
2489437	827
2489373	788
2488972	739
2488780	733
2488764	757
2488660	716
2488616	712
2488514	785
2488386	824
2488350	807
2488156	818
2487896	761
2487515	778
2487480	737
2487221	766
2486182	806
2486071	747
2485957	832
2485887	711
2485784	800
2485526	751
2484963	813
2484725	776
2484680	715
2484595	825
2484562	808
2483991	747
2483851	745
2483353	843
2483306	777
2483294	720
2483246	844
2483219	709
2482732	830
2481859	827
2481849	803
2481676	709
2481333	720
2481257	729
2481156	751
2480874	704
2480624	723
2479632	825
2479620	806
2479467	843
2479445	747
2479015	794
2478951	701
2478777	759
2477513	787
2477298	707
2477177	745
2477159	737
2477092	712
2476207	767
2476197	826
2476195	813
2475883	830
2475608	759
2475217	797
2475164	701
2475146	805
2475053	817
2474927	738
2474298	794
2474263	822
2474184	836
2474060	836
2474053	716
2473882	751
2473843	713
2473818	727
2472914	700
2472855	736
2472759	708
2472693	701
2472663	796
2472278	701
2471125	827
2470851	779
2470844	828
2470555	707
2470471	749
2470440	773
2470428	816
2469740	815
2469500	747
2469431	807
2469399	769
2469383	781
2469060	749
2469021	766
2468360	780
2467730	778
2467599	752
2467174	721
2467154	747
2467098	766
2466957	745
2466473	824
2466210	749
2465871	700
2465266	772
2465223	772
2465009	735
2464772	777
2464728	704
2463693	741
2463555	722
2463133	821
2463081	825
2462935	842
2462764	731
2462689	815
2462402	839
2462009	725
2461715	815
2461686	815
2461227	791
2461142	819
2460896	768
2460844	838
2460697	808
2460335	704
2460284	823
2460229	827
2459215	719
2459136	748
2459030	741
2458958	724
2458335	711
2457946	754
2457857	705
2457445	782
2457153	821
2456777	713
2456062	709
2455561	701
2455437	833
2455427	731
2455256	707
2455019	736
2454437	784
2453968	745
2453926	766
2453861	763
2453729	826
2453024	719
2452802	792
2452554	711
2452544	727
2452276	741
2452166	722
2452157	718
2451785	718
2451667	830
2451588	823
2451554	705
2450894	785
2450812	792
2450736	755
2450426	775
2450141	719
2449717	777
2449531	768
2449436	740
2449295	832
2449144	796
2448925	811
2448677	831
2448201	776
2448021	717
2447866	705
2446939	805
2446662	742
2446512	780
2444522	703
2444478	819
2443940	780
2443785	723
2443747	710
2443163	748
2443086	833
2442973	767
2442680	760
2442516	729
2442336	768
2442320	727
2441630	709
2441556	811
2441503	768
2441343	706
2441229	819
2441066	841
2440934	816
2439674	707
2439590	745
2439385	812
2439339	710
2439209	761
2439009	801
2439005	817
2438459	766
2438429	751
2438256	744
2437901	755
2436738	770
2435658	754
2435584	795
2435371	760
2435052	737
2434805	805
2434675	794
2434640	722
2434606	702
2434457	733
2434187	797
2433435	761
2433077	771
2432894	704
2432559	700
2432231	712
2431829	737
2431438	818
2431407	711
2430867	741
2430759	744
2430508	780
2430356	801
2430062	840
2429759	823
2429746	726
2429626	832
2429565	748
2429230	831
2429078	756
2428896	824
2428839	717
2428480	752
2426984	778
2426691	795
2425990	733
2425967	823
2424677	805
2424183	801
2423233	794
2423007	729
2422360	754
2421801	781
2421772	821
2421651	838
2421481	739
2421477	710
2421428	828
2421368	723
2420893	713
2420844	704
2420419	758
2419914	727
2418869	839
2418445	721
2418437	770
2418357	736
2418059	835
2417642	780
2417311	713
2416960	791
2416799	713
2416491	721
2416154	810
2416072	816
2415886	786
2415838	839
2414580	792
2414529	738
2414326	808
2414026	731
2413848	740
2413747	774
2413471	755
2413376	794
2412908	737
2412555	779
2412180	781
2412030	740
2411805	755
2411778	777
2411332	815
2411125	806
2411010	727
2410475	702
2409822	742
2408845	752
2408655	767
2408647	752
2408589	771
2407582	715
2407517	714
2407433	754
2407365	731
2407308	814
2407215	765
2406529	739
2406356	723
2405998	798
2405698	751
2405658	744
2405561	783
2405503	810
2405091	715
2404923	747
2404752	710
2404693	839
2404495	717
2404243	779
2403507	840
2403196	746
2402914	780
2402546	781
2402225	739
2401413	702
