769	1129
1333	2982
2213	1725
2455	1145
2787	1380
2905	1129
2976	1401
3321	4395
3363	1302
3458	1630
3595	1413
3604	1123
3694	1254
3998	2225
4421	1258
4597	1813
4905	1917
5530	1542
5618	1140
5652	1540
5980	2107
6206	1537
6504	1144
6544	1298
6629	1629
7063	1182
7576	1514
7599	1319
7628	1157
8121	1638
8200	1558
8212	1354
8660	1457
9321	1280
9399	1141
9557	1853
9850	1172
10268	2799
10273	1125
10374	2637
10638	1122
10679	2479
10897	1570
10901	1322
10947	1840
10954	1286
11043	2911
11796	2017
12812	2558
13197	1162
13227	1103
13266	1194
13432	1718
13586	1247
13891	1131
14642	1484
14682	1219
14690	1772
14728	1153
15402	1231
15420	1448
15737	1507
16074	1199
16272	5900
16273	2630
16558	1570
16565	1323
16581	1180
16786	1281
17227	1341
17433	1108
17462	1252
17691	1520
17864	2446
17890	1123
18830	1162
18856	1337
18907	1416
19106	1204
19915	1104
19930	1943
19938	1469
19970	1141
20328	1152
20392	1471
20774	1634
21364	1776
21705	1570
21823	2883
21983	1156
22663	1174
22670	1343
22709	1242
22718	1401
22842	1287
23354	1209
24059	1159
24801	1171
25049	1767
25825	1190
26124	1491
26210	1212
26592	1152
26674	1168
27061	2559
27434	1390
27753	1246
27870	1148
28338	1320
29000	1263
29815	1598
30245	1302
30288	1940
30873	1204
30878	1291
31835	1234
32885	1760
32902	1983
33430	1637
33612	1514
33711	1201
33758	1340
34408	1208
34669	1435
35036	1720
35824	1345
35996	1156
36217	1228
36478	1413
37188	1540
37362	1296
37797	1647
38284	1256
38464	1365
38879	2066
38946	1228
38955	1110
39147	1151
39242	1788
39297	1789
39375	1567
39490	1504
39526	1173
39809	1146
40445	1147
40450	1110
40563	1832
41422	1490
41724	1193
42064	1332
42072	1507
42128	1178
42275	1262
42416	1325
42487	1979
42630	1287
43177	1771
43530	2106
43729	1414
43751	2266
43816	1307
44434	1419
44490	1597
44734	1982
45207	1730
45234	1160
45243	1189
45392	1515
45656	1218
45837	1119
46036	1395
46140	1254
46263	1331
46650	2253
47075	1266
47269	1222
47312	1528
47344	1418
47411	1991
47589	1297
48282	1172
48334	1122
48607	2384
48657	1103
48915	1332
49142	1566
49355	1815
49585	2382
49890	3295
50075	1277
50123	1755
50214	1676
50259	1457
50282	1102
50400	1916
50465	1243
50669	1350
52029	1328
52352	1747
52540	1102
53694	2602
54040	1572
54333	1102
54864	1172
54870	1907
55018	1286
55339	2230
56225	1350
56371	1164
56790	1191
56854	1529
57186	2748
57347	1493
57633	5736
58485	1875
59005	1117
59218	1576
59270	1201
59913	1711
60706	1320
61472	2033
61765	1330
61810	1227
61928	1220
62346	1393
62361	1992
62691	1256
62753	1255
63493	1356
63786	1225
63971	1321
64059	1152
64120	1291
64765	1920
64996	1485
66109	2679
66179	1145
66540	1248
66885	1534
67134	1977
67769	1406
67900	1494
68297	1157
68685	1123
68845	1189
68979	1345
69368	1189
69801	1549
69809	1104
70476	2211
70483	1678
70893	1746
70950	1197
71426	1127
71594	3803
71743	2607
71765	1139
72541	1288
72607	2037
73103	1660
73834	1171
73989	1350
74320	2603
74427	1644
74441	3682
74533	1461
75384	1999
75818	1397
75976	2946
76196	2805
76444	1214
76916	1819
77225	1160
78222	1262
78404	3153
78516	1136
78523	1156
78573	1257
78846	1763
78885	1526
78922	1274
79224	1348
79257	1337
79380	2000
79799	1105
80176	1263
80354	1717
80548	1498
80683	1912
81074	1318
81922	1179
82700	1125
83858	1133
83926	1335
84208	1385
